step,tot_E,a,m,acceptance,wall_density
0.0,-76.31450653076172,0.875,1.0,0.0003125,0.4375
3200.0,-69.50076293945312,0.796875,0.9375,0.053125,0.453125
6400.0,-72.22627258300781,0.828125,0.96875,0.0590625,0.453125
9600.0,-72.22627258300781,0.828125,0.96875,0.051875,0.453125
12800.0,-68.13798522949219,0.78125,0.90625,0.050625,0.46875
16000.0,-76.31446838378906,0.875,1.0,0.0603125,0.4375
19200.0,-76.3144760131836,0.875,1.0,0.045625,0.4375
22400.0,-66.77513122558594,0.765625,0.90625,0.0640625,0.453125
25600.0,-68.13789367675781,0.78125,0.9375,0.0440625,0.46875
28800.0,-68.13787841796875,0.78125,0.9375,0.1175,0.46875
32000.0,-73.58895874023438,0.84375,0.96875,0.0609375,0.4375
35200.0,-68.13790893554688,0.78125,0.90625,0.041875,0.46875
38400.0,-59.96137619018555,0.6875,0.84375,0.04125,0.546875
41600.0,-66.77519226074219,0.765625,0.9375,0.0559375,0.5
44800.0,-76.31448364257812,0.875,1.0,0.0525,0.4375
48000.0,-76.31452941894531,0.875,1.0,0.05875,0.4375
51200.0,-47.69658279418945,0.546875,0.375,0.0525,0.796875
54400.0,-76.31451416015625,0.875,1.0,0.05625,0.4375
57600.0,-72.22625732421875,0.828125,0.96875,0.0321875,0.453125
60800.0,-76.31449127197266,0.875,1.0,0.0315625,0.4375
64000.0,-73.58900451660156,0.84375,0.96875,0.0353125,0.4375
67200.0,-66.77519226074219,0.765625,0.90625,0.0525,0.484375
70400.0,-70.86345672607422,0.8125,0.96875,0.045,0.515625
73600.0,-68.137939453125,0.78125,0.9375,0.0359375,0.46875
76800.0,-76.31449890136719,0.875,1.0,0.044375,0.4375
80000.0,-73.5889892578125,0.84375,0.96875,0.0746875,0.4375
83200.0,-64.04969024658203,0.734375,0.90625,0.06875,0.578125
86400.0,-69.50068664550781,0.796875,0.90625,0.058125,0.484375
89600.0,-76.314453125,0.875,1.0,0.0584375,0.4375
92800.0,-76.31442260742188,0.875,1.0,0.04375,0.4375
96000.0,-66.77508544921875,0.765625,0.9375,0.05875,0.53125
99200.0,-73.58887481689453,0.84375,0.96875,0.0678125,0.4375
102400.0,-68.13785552978516,0.78125,0.9375,0.0571875,0.46875
105600.0,-76.31439208984375,0.875,1.0,0.04125,0.4375
108800.0,-73.58887481689453,0.84375,0.96875,0.0628125,0.4375
112000.0,-76.31439208984375,0.875,1.0,0.0521875,0.4375
115200.0,-72.22612762451172,0.828125,0.96875,0.0478125,0.453125
118400.0,-76.31446838378906,0.875,1.0,0.0584375,0.4375
121600.0,-68.13787841796875,0.78125,0.84375,0.0534375,0.484375
124800.0,-73.58892822265625,0.84375,0.96875,0.053125,0.4375
128000.0,-66.77516174316406,0.765625,0.84375,0.041875,0.5
131200.0,-76.31446838378906,0.875,1.0,0.0515625,0.4375
134400.0,-68.13787841796875,0.78125,0.90625,0.0615625,0.46875
137600.0,-73.58887481689453,0.84375,0.96875,0.041875,0.4375
140800.0,-72.22615051269531,0.828125,0.96875,0.044375,0.453125
144000.0,-73.58882141113281,0.84375,0.96875,0.054375,0.4375
147200.0,-58.59846878051758,0.671875,0.78125,0.05375,0.53125
150400.0,-73.5888442993164,0.84375,0.96875,0.064375,0.4375
153600.0,-76.3143310546875,0.875,1.0,0.0690625,0.4375
156800.0,-76.31431579589844,0.875,1.0,0.0525,0.4375
160000.0,-70.86326599121094,0.8125,0.9375,0.048125,0.46875
163200.0,-76.31431579589844,0.875,1.0,0.059375,0.4375
166400.0,-61.323970794677734,0.703125,0.75,0.053125,0.59375
169600.0,-76.3143310546875,0.875,1.0,0.040625,0.4375
172800.0,-76.31430053710938,0.875,1.0,0.035,0.4375
176000.0,-55.87293243408203,0.640625,0.71875,0.0465625,0.671875
179200.0,-70.86328887939453,0.8125,0.90625,0.060625,0.46875
182400.0,-76.31434631347656,0.875,1.0,0.0503125,0.4375
185600.0,-76.31441497802734,0.875,1.0,0.05375,0.4375
188800.0,-73.58890533447266,0.84375,0.96875,0.0609375,0.4375
192000.0,-72.2261962890625,0.828125,0.9375,0.0646875,0.453125
195200.0,-76.31442260742188,0.875,1.0,0.0375,0.4375
198400.0,-65.41236877441406,0.75,0.90625,0.0384375,0.546875
201600.0,-72.22618103027344,0.828125,0.96875,0.055,0.453125
204800.0,-64.04963684082031,0.734375,0.875,0.0565625,0.484375
208000.0,-76.31446838378906,0.875,1.0,0.039375,0.4375
211200.0,-68.13793182373047,0.78125,0.9375,0.0475,0.515625
214400.0,-61.32413864135742,0.703125,0.6875,0.071875,0.53125
217600.0,-72.22624206542969,0.828125,0.96875,0.0565625,0.453125
220800.0,-76.31454467773438,0.875,1.0,0.0371875,0.4375
224000.0,-73.58900451660156,0.84375,0.96875,0.0609375,0.4375
227200.0,-68.13795471191406,0.78125,0.9375,0.0546875,0.46875
230400.0,-70.863525390625,0.8125,0.90625,0.0571875,0.46875
233600.0,-62.6870231628418,0.71875,0.84375,0.08375,0.53125
236800.0,-70.86351013183594,0.8125,0.96875,0.063125,0.484375
240000.0,-73.58908081054688,0.84375,0.96875,0.038125,0.4375
243200.0,-59.96152114868164,0.6875,0.78125,0.06875,0.546875
246400.0,-76.31455993652344,0.875,1.0,0.0384375,0.4375
249600.0,-64.04975891113281,0.734375,0.6875,0.06,0.5625
252800.0,-76.31455993652344,0.875,1.0,0.050625,0.4375
256000.0,-58.59868240356445,0.671875,0.71875,0.0540625,0.59375
259200.0,-66.77525329589844,0.765625,0.90625,0.051875,0.484375
262400.0,-72.22628784179688,0.828125,0.96875,0.06375,0.453125
265600.0,-73.58906555175781,0.84375,0.96875,0.038125,0.4375
