step,tot_E,a,m,acceptance,wall_density
0.0,-77.47309875488281,0.875,-1.0,0.0003125,0.4375
3200.0,-70.55583953857422,0.796875,-0.9375,0.0375,0.5
6400.0,-73.32273864746094,0.828125,-0.96875,0.0403125,0.453125
9600.0,-77.47309112548828,0.875,-1.0,0.0503125,0.4375
12800.0,-77.47309112548828,0.875,-1.0,0.040625,0.4375
16000.0,-77.47308349609375,0.875,-1.0,0.0425,0.4375
19200.0,-74.70618438720703,0.84375,-0.96875,0.0646875,0.4375
22400.0,-74.70619201660156,0.84375,-0.96875,0.050625,0.4375
25600.0,-65.02204132080078,0.734375,-0.84375,0.040625,0.515625
28800.0,-73.3227310180664,0.828125,-0.96875,0.03375,0.453125
32000.0,-77.47308349609375,0.875,-1.0,0.0603125,0.4375
35200.0,-70.55585479736328,0.796875,-0.9375,0.0425,0.453125
38400.0,-69.17240142822266,0.78125,-0.84375,0.0459375,0.5
41600.0,-77.47307586669922,0.875,-1.0,0.0490625,0.4375
44800.0,-69.17239379882812,0.78125,-0.84375,0.0471875,0.5
48000.0,-71.93928527832031,0.8125,-0.96875,0.071875,0.5
51200.0,-77.4731216430664,0.875,-1.0,0.0596875,0.4375
54400.0,-73.32278442382812,0.828125,-0.96875,0.0615625,0.453125
57600.0,-51.18762969970703,0.578125,-0.25,0.0509375,0.671875
60800.0,-77.47315216064453,0.875,-1.0,0.065625,0.4375
64000.0,-73.32280731201172,0.828125,-0.96875,0.0446875,0.453125
67200.0,-77.4731216430664,0.875,-1.0,0.0390625,0.4375
70400.0,-77.47309875488281,0.875,-1.0,0.06625,0.4375
73600.0,-73.3227310180664,0.828125,-0.96875,0.0440625,0.453125
76800.0,-66.40548706054688,0.75,-0.78125,0.04,0.53125
80000.0,-73.32271575927734,0.828125,-0.96875,0.0575,0.453125
83200.0,-74.70616149902344,0.84375,-0.96875,0.04875,0.4375
86400.0,-77.47306823730469,0.875,-1.0,0.0515625,0.4375
89600.0,-59.48825454711914,0.671875,-0.78125,0.0534375,0.515625
92800.0,-67.78893280029297,0.765625,-0.90625,0.034375,0.53125
96000.0,-77.47307586669922,0.875,-1.0,0.0296875,0.4375
99200.0,-77.47306823730469,0.875,-1.0,0.05375,0.4375
102400.0,-73.32271575927734,0.828125,-0.9375,0.065,0.453125
105600.0,-77.47303771972656,0.875,1.0,0.09,0.4375
108800.0,-74.70611572265625,0.84375,0.96875,0.0440625,0.4375
112000.0,-77.47301483154297,0.875,1.0,0.0340625,0.4375
115200.0,-77.4729995727539,0.875,1.0,0.0475,0.4375
118400.0,-59.488182067871094,0.671875,0.625,0.04875,0.59375
121600.0,-71.939208984375,0.8125,0.9375,0.04125,0.4375
124800.0,-71.939208984375,0.8125,0.96875,0.0503125,0.484375
128000.0,-77.4730224609375,0.875,1.0,0.0490625,0.4375
131200.0,-77.4729995727539,0.875,1.0,0.043125,0.4375
134400.0,-74.70610046386719,0.84375,0.96875,0.0615625,0.4375
137600.0,-70.55574035644531,0.796875,0.9375,0.0453125,0.453125
140800.0,-77.47295379638672,0.875,1.0,0.049375,0.4375
144000.0,-71.93914031982422,0.8125,0.9375,0.051875,0.4375
147200.0,-77.47293853759766,0.875,1.0,0.050625,0.4375
150400.0,-77.47295379638672,0.875,1.0,0.04,0.4375
153600.0,-77.47295379638672,0.875,1.0,0.048125,0.4375
