k,time,m,m_std,abs_m,abs_m_std,a,a_std,wall_density,wall_density_std
0.0825,0.039731502532958984,-0.0038736979166666663,0.006382362151777687,0.021365017361111113,0.003842707849853687,0.1884837962962963,0.0011524341255032212,0.9417480468749999,0.0005437413180912448
0.084577077077077,0.03791332244873047,0.0032552083333333335,0.0049909891949924375,0.017100694444444443,0.00288639989757423,0.19500144675925923,0.001782007300131514,0.9395724826388889,0.0012203534414270316
0.086654154154154,0.03721213340759277,-0.009657118055555556,0.004590902140299086,0.016644965277777778,0.0032038906668864476,0.19921875,0.0017090284458797789,0.9375813802083334,0.0007894743807937967
0.088731231231231,0.03694963455200195,-0.005859375000000002,0.00853920739271106,0.03159722222222222,0.004026054063351987,0.2066044560185185,0.001801140084373393,0.9348470052083333,0.0012240431226660893
0.09,0.03820538520812988,-0.0076605902777777775,0.007454532532867438,0.02710503472222222,0.0039756070637588245,0.21297743055555554,0.001856884734827884,0.929790581597222,0.001166235884899819
0.09080830830830801,0.03679680824279785,-0.008387586805555555,0.00570132250797786,0.01956380208333333,0.0037588764923802164,0.21456163194444444,0.0019371810301290493,0.9304416232638888,0.0011108690197565105
0.09105263157894698,0.04929161071777344,0.006770833333333334,0.009997552310351923,0.03489583333333333,0.0055693113280558555,0.21357783564814814,0.0014492814429045379,0.9300184461805556,0.0009030468953402156
0.09210526315789501,0.03829145431518555,0.0009874131944444448,0.0063174029680863435,0.021690538194444445,0.0035059479048181086,0.22247540509259262,0.0018236198168053188,0.9262478298611112,0.0010753657452609404
0.09288538538538499,0.037275075912475586,0.010319010416666665,0.009218218944361482,0.03288845486111111,0.005254779569077343,0.22700376157407406,0.002362143834034574,0.9231282552083334,0.0012269930880357616
0.093157894736842,0.04090094566345215,0.010275607638888887,0.006038650448736816,0.024012586805555555,0.0029594700873889564,0.2220269097222222,0.0017660200092076458,0.9248155381944443,0.0010013291522946723
0.09421052631578998,0.03697919845581055,0.0017903645833333337,0.008338197522676368,0.029351128472222227,0.004363288071479687,0.2324508101851852,0.001514368645582649,0.9202636718749999,0.001232543171844145
0.09496246246246301,0.037612199783325195,-0.010839843750000001,0.008996913233746106,0.03143446180555555,0.005452643368797386,0.2305049189814815,0.0019058249221833013,0.9215603298611111,0.001300875367302133
0.095263157894737,0.04830670356750488,0.003559027777777776,0.0064282994360588845,0.022829861111111113,0.003377744568096263,0.23537326388888888,0.0014756568983112866,0.9189019097222223,0.0009082460951432092
0.09631578947368401,0.03817343711853027,-0.0087890625,0.006227620266770567,0.02180989583333333,0.00391746755344205,0.23388310185185185,0.001868264595774173,0.9190755208333334,0.001375324104539384
0.09703953953954,0.038896799087524414,0.011176215277777778,0.008597746355727293,0.027799479166666665,0.0059840860855786505,0.24309172453703706,0.0019876964891909436,0.9141004774305556,0.001357536872081567
0.09736842105263199,0.036646366119384766,-0.008745659722222222,0.008081938428807466,0.030707465277777783,0.0037880580872508,0.240943287037037,0.002661370926417494,0.9148871527777777,0.0016100698858831574
0.098421052631579,0.03659248352050781,-2.1701388888889584e-05,0.009368733343395446,0.030881076388888887,0.005628203076669436,0.24474826388888882,0.0026999343434383717,0.9143880208333334,0.0018538387501948108
0.099116616616617,0.03747844696044922,-0.014887152777777777,0.00600418806401313,0.025499131944444444,0.0032923820372396484,0.2504846643518518,0.002136841300057439,0.9090060763888889,0.0013278122913105066
0.09947368421052599,0.04742765426635742,0.0025824652777777773,0.008914651064531895,0.029123263888888886,0.005474602798426579,0.2540075231481481,0.0021595574225662544,0.9069227430555556,0.0015078676472262064
0.100526315789474,0.038488149642944336,0.007421874999999999,0.011263507831191937,0.039388020833333336,0.006232742719017896,0.2610749421296297,0.0023469031432438617,0.9031032986111112,0.0016967091970917971
0.101193693693694,0.03713369369506836,-0.021484375,0.010787502368203927,0.03990885416666667,0.007059225307823416,0.26036603009259257,0.0020682563874110014,0.9045355902777779,0.0015427526546035863
0.10157894736842099,0.03944849967956543,-0.007855902777777778,0.010717539816353858,0.038302951388888895,0.00567406555411926,0.269994212962963,0.002686010140425332,0.8976345486111111,0.0018247204240782182
0.102631578947368,0.03799581527709961,0.006250000000000001,0.013317731817481424,0.04262152777777778,0.008532365863367789,0.2720413773148148,0.0028948633729596923,0.8959418402777778,0.002435964910282927
