k,time,m,m_std,a,a_std,wall_density,wall_density_std
0.0825,26.2224085330963,-0.003873697916667,0.006382362151778,0.188483796296296,0.001152434125503,0.941748046875,0.000543741318091
0.084577077077077,27.0418450832367,0.003255208333333,0.004990989194992,0.195001446759259,0.001782007300132,0.939572482638889,0.001220353441427
0.086654154154154,25.371043920517,-0.009657118055556,0.004590902140299,0.19921875,0.00170902844588,0.937581380208333,0.000789474380794
0.088731231231231,26.20716381073,-0.005859375,0.008539207392711,0.206604456018518,0.001801140084373,0.934847005208333,0.001224043122666
0.09,23.8850769996643,-0.007660590277778,0.007454532532867,0.212977430555556,0.001856884734828,0.929790581597222,0.0011662358849
0.090808308308308,24.9997642040253,-0.008387586805556,0.005701322507978,0.214561631944444,0.001937181030129,0.930441623263889,0.001110869019757
0.091052631578947,24.1328284740448,0.006770833333333,0.009997552310352,0.213577835648148,0.001449281442905,0.930018446180556,0.00090304689534
0.092105263157895,24.1651661396027,0.000987413194444,0.006317402968086,0.222475405092593,0.001823619816805,0.926247829861111,0.001075365745261
0.092885385385385,28.7093682289124,0.010319010416667,0.009218218944361,0.227003761574074,0.002362143834035,0.923128255208333,0.001226993088036
0.093157894736842,24.0461616516113,0.010275607638889,0.006038650448737,0.222026909722222,0.001766020009208,0.924815538194444,0.001001329152295
0.09421052631579,24.1595804691315,0.001790364583333,0.008338197522676,0.232450810185185,0.001514368645583,0.920263671875,0.001232543171844
0.094962462462463,28.3833823204041,-0.01083984375,0.008996913233746,0.230504918981481,0.001905824922183,0.921560329861111,0.001300875367302
0.095263157894737,24.1570901870728,0.003559027777778,0.006428299436059,0.235373263888889,0.001475656898311,0.918901909722222,0.000908246095143
0.096315789473684,23.992180109024,-0.0087890625,0.006227620266771,0.233883101851852,0.001868264595774,0.919075520833333,0.001375324104539
0.09703953953954,27.9082732200623,0.011176215277778,0.008597746355727,0.243091724537037,0.001987696489191,0.914100477430556,0.001357536872082
0.097368421052632,24.0374848842621,-0.008745659722222,0.008081938428807,0.240943287037037,0.002661370926418,0.914887152777778,0.001610069885883
0.098421052631579,24.0346484184265,-2.17013888888896E-05,0.009368733343395,0.244748263888889,0.002699934343438,0.914388020833333,0.001853838750195
0.099116616616617,28.2347576618195,-0.014887152777778,0.006004188064013,0.250484664351852,0.002136841300057,0.909006076388889,0.001327812291311
0.099473684210526,24.0643267631531,0.002582465277778,0.008914651064532,0.254007523148148,0.002159557422566,0.906922743055556,0.001507867647226
0.100526315789474,23.8172137737274,0.007421875,0.011263507831192,0.26107494212963,0.002346903143244,0.903103298611111,0.001696709197092
0.101193693693694,28.0202050209045,-0.021484375,0.010787502368204,0.260366030092593,0.002068256387411,0.904535590277778,0.001542752654604
0.101578947368421,24.0578427314758,-0.007855902777778,0.010717539816354,0.269994212962963,0.002686010140425,0.897634548611111,0.001824720424078
0.102631578947368,24.0641875267029,0.00625,0.013317731817482,0.272041377314815,0.00289486337296,0.895941840277778,0.002435964910283
0.103270770770771,28.6614460945129,0.005750868055556,0.014151481596613,0.281510416666667,0.002467410136268,0.887613932291667,0.001790717051145
0.103684210526316,24.0325012207031,0.003450520833333,0.012274479206967,0.278993055555556,0.003080895937648,0.889512803819444,0.002173777602661
0.104736842105263,23.952033996582,-0.006825086805556,0.016397566175349,0.289771412037037,0.00247973464552,0.881722005208333,0.002310756250303
0.105347847847848,28.2179191112518,0.006098090277778,0.016103834357796,0.295001446759259,0.003030948461467,0.878282335069444,0.002332328126921
0.105789473684211,24.0387108325958,-0.00625,0.011262589158536,0.303638599537037,0.004038180244041,0.870225694444444,0.00304018384695
0.106842105263158,23.8495516777039,-0.014127604166667,0.016953391779681,0.308217592592593,0.003002900465868,0.866780598958333,0.002556058025584
0.107424924924925,28.354302406311,0.008832465277778,0.018740520237084,0.313216145833333,0.002519610579714,0.863156467013889,0.002415466845853
0.107894736842105,23.9234092235565,0.030653211805556,0.020148218937015,0.320789930555556,0.003303277304622,0.856407335069444,0.003110657122334
0.108947368421053,24.2168338298798,0.002983940972222,0.019687347304223,0.339605034722222,0.004125000306244,0.840625,0.003738149230553
0.109502002002002,28.4404063224792,0.006358506944444,0.022547444495152,0.346267361111111,0.002901328987475,0.833230251736111,0.002701751462117
0.11,23.9487407207489,0.013671875,0.022409155241096,0.350600405092593,0.003874235338493,0.830609809027778,0.003650064206967
0.11,24.2009172439575,-0.014008246527778,0.021487303939836,0.345855034722222,0.003705319403322,0.834912109375,0.003413637125256
0.111034482758621,24.5263063907623,0.052680121527778,0.025520324362736,0.370261863425926,0.004109644621553,0.812407769097222,0.004130196165086
0.111579079079079,28.8369283676147,-0.039680989583333,0.030748180264005,0.381886574074074,0.003302906413832,0.801285807291667,0.003498520585663
0.112068965517241,24.8880114555359,-0.052083333333333,0.031653667573048,0.401027199074074,0.003237439399496,0.784955512152778,0.003297551959063
0.113103448275862,24.341424703598,0.007400173611111,0.046802643128801,0.418243634259259,0.005375144452247,0.768174913194444,0.005214827069265
0.113656156156156,31.0184290409088,0.050249565972222,0.052884684751614,0.429513888888889,0.004067647681665,0.757237413194444,0.004314542780982
0.114137931034483,24.1984858512878,-0.051030815972222,0.058230022350524,0.436653645833333,0.004538728655506,0.749658203125,0.004690931140693
0.115172413793103,23.9876806735992,-0.145920138888889,0.082659509440802,0.464243344907407,0.003863394220413,0.720350477430556,0.004140985210594
0.115733233233233,31.5470144748688,0.062478298611111,0.087023971412272,0.473263888888889,0.003999086872778,0.712559678819444,0.003913417161155
0.116206896551724,24.423180103302,0.150998263888889,0.083672168822381,0.482899305555555,0.006045270751416,0.701888020833333,0.006633365333864
0.117241379310345,24.1965951919556,0.069759114583333,0.114450621154719,0.507327835648148,0.004579023977729,0.675472005208333,0.004777244529126
0.11781031031031,28.4800894260406,-0.295638020833333,0.101550999331172,0.511226851851852,0.004048089162944,0.672797309027778,0.004185631337934
0.118275862068966,24.5145063400269,-0.158865017361111,0.116555730331863,0.527199074074074,0.003287201321615,0.656418185763889,0.003561072641588
0.119310344827586,24.8377935886383,0.329611545138889,0.133585250708483,0.556821469907407,0.00471529065243,0.623274739583333,0.005370803616644
0.119887387387387,28.3884057998657,0.671234809027778,0.005227871154209,0.558246527777778,0.004290978182079,0.621647135416667,0.004613858872664
0.120344827586207,25.0930428504944,-0.501573350694444,0.10474345147269,0.569900173611111,0.003605570582305,0.609922960069444,0.003839475178881
0.121379310344828,25.2525432109833,-0.699164496527778,0.004022995192321,0.583695023148148,0.003214987692922,0.593088107638889,0.003602159470247
0.121964464464464,29.2935245037079,-0.7044921875,0.003634532007052,0.588541666666667,0.003069364788859,0.587939453125,0.003919100101349
0.122413793103448,24.9704802036285,-0.717697482638889,0.003238819762804,0.60052806712963,0.003400855115202,0.573958333333333,0.003950266457164
0.123448275862069,24.5810639858246,0.728776041666667,0.003183688902629,0.613151041666667,0.002866690803546,0.559195963541667,0.003411956828341
0.124041541541542,29.0373919010162,0.735514322916667,0.00440722171355,0.620703125,0.004445430172583,0.550211588541667,0.005260397293212
0.12448275862069,24.2506060600281,-0.747233072916667,0.003788640358808,0.630750868055556,0.00411998722252,0.537586805555555,0.005059395652622
0.12551724137931,24.3312110900879,-0.752907986111111,0.002891046269893,0.638896122685185,0.002934120034717,0.528857421875,0.003232960990193
0.126118618618619,28.5367383956909,-0.768250868055556,0.002786545225024,0.655128761574074,0.002895290787754,0.508832465277778,0.00342009466287
0.126551724137931,24.295823097229,-0.771321614583333,0.002612542538926,0.657805266203704,0.00278939151209,0.505674913194444,0.003311052928008
0.127586206896552,24.9565284252167,-0.779253472222222,0.003317816861883,0.666927083333333,0.003870770931547,0.494232855902778,0.004699647889021
0.128195695695696,28.6966152191162,0.782150607638889,0.002738572496437,0.671549479166667,0.002698256213137,0.488368055555556,0.003409970809369
0.128620689655172,23.5580289363861,0.794737413194444,0.003466182267472,0.686154513888889,0.003953004059257,0.470106336805556,0.005062702486649
0.129655172413793,23.7593863010406,0.797482638888889,0.00245015481579,0.688295717592593,0.002940195745503,0.468191189236111,0.003621472997987
0.130272772772773,28.5597240924835,-0.798556857638889,0.00231878484562,0.692686631944444,0.003147933680841,0.462494574652778,0.00387959457764
0.130689655172414,27.3589181900024,-0.807660590277778,0.002413949237181,0.701721643518519,0.002660524170198,0.452110460069444,0.003517062058858
0.131724137931034,25.8646574020386,-0.816069878472222,0.002216176116867,0.712427662037037,0.002736445517855,0.438438585069444,0.003713616779357
0.13234984984985,28.4421093463898,-0.818782552083333,0.002054910690376,0.715704571759259,0.002368140899795,0.432373046875,0.003044776660644
0.132758620689655,25.3852367401123,-0.823253038194444,0.002665413740849,0.722171585648148,0.003208229313973,0.423844401041667,0.004572797623527
0.133793103448276,25.0901834964752,-0.831662326388889,0.002118690335926,0.733015046296296,0.00239566085895,0.409966362847222,0.003243549820138
0.134426926926927,28.722528219223,-0.832161458333333,0.001668750731507,0.733919270833333,0.002127836527119,0.409011501736111,0.003114478712015
0.134827586206897,24.5593848228455,0.837087673611111,0.002634762482772,0.740379050925926,0.003525396569884,0.399354383680555,0.004852503324485
