step,tot_E,a,m,acceptance,wall_density
0.0,-3076.671142578125,1.0,1.0,4.8828125e-06,0.0
204800.0,-1805.4197998046875,0.5729166666666666,0.71337890625,0.2397900390625,0.60400390625
409600.0,-1992.9669189453125,0.6357421875,0.75732421875,0.24375,0.5322265625
614400.0,-1991.5858154296875,0.6344401041666666,0.7646484375,0.2450048828125,0.534423828125
819200.0,-1861.64794921875,0.5924479166666666,0.72021484375,0.2387255859375,0.58203125
1024000.0,-1918.006591796875,0.611328125,0.7333984375,0.2391650390625,0.568115234375
1228800.0,-1954.044921875,0.6227213541666666,0.748046875,0.24935546875,0.55517578125
1433600.0,-1926.853759765625,0.6142578125,0.73583984375,0.2449755859375,0.5625
1638400.0,-2005.5623779296875,0.6396484375,0.76318359375,0.2456640625,0.53125
1843200.0,-1958.568115234375,0.625,0.7421875,0.2500927734375,0.545166015625
2048000.0,-1841.334228515625,0.5852864583333334,0.71875,0.24693359375,0.580078125
2252800.0,-1952.3951416015625,0.6227213541666666,0.74267578125,0.2470458984375,0.554443359375
2457600.0,-2017.73681640625,0.6438802083333334,0.7646484375,0.2452197265625,0.523681640625
2662400.0,-1973.85791015625,0.6295572916666666,0.7509765625,0.2424609375,0.53955078125
2867200.0,-1900.407470703125,0.6057942708333334,0.72607421875,0.2476513671875,0.566162109375
3072000.0,-2010.8450927734375,0.6422526041666666,0.7568359375,0.2510107421875,0.531494140625
3276800.0,-1931.2176513671875,0.6158854166666666,0.7353515625,0.245595703125,0.55859375
3481600.0,-1876.521240234375,0.59765625,0.7216796875,0.24236328125,0.575439453125
3686400.0,-2041.4730224609375,0.6513671875,0.7744140625,0.246650390625,0.51025390625
3891200.0,-2027.9334716796875,0.6468098958333334,0.771484375,0.241259765625,0.519287109375
4096000.0,-1796.2802734375,0.5709635416666666,0.701171875,0.245078125,0.611572265625
4300800.0,-1838.729248046875,0.5833333333333334,0.72802734375,0.2509130859375,0.60302734375
4505600.0,-2077.780029296875,0.6624348958333334,0.79296875,0.2458837890625,0.503662109375
4710400.0,-1954.7613525390625,0.623046875,0.74755859375,0.2452978515625,0.547119140625
4915200.0,-2001.0225830078125,0.6380208333333334,0.76318359375,0.248798828125,0.530029296875
5120000.0,-1956.3751220703125,0.6227213541666666,0.755859375,0.2439404296875,0.5400390625
5324800.0,-2004.336181640625,0.6393229166666666,0.76220703125,0.2434619140625,0.539306640625
5529600.0,-1851.6522216796875,0.5882161458333334,0.72607421875,0.2453515625,0.585205078125
5734400.0,-1943.4730224609375,0.619140625,0.74609375,0.2438623046875,0.5615234375
5939200.0,-1879.7720947265625,0.5983072916666666,0.7265625,0.247138671875,0.5830078125
6144000.0,-2064.847900390625,0.6585286458333334,0.7861328125,0.24771484375,0.500244140625
6348800.0,-1932.1949462890625,0.615234375,0.74462890625,0.2438916015625,0.5517578125
6553600.0,-1997.88134765625,0.6376953125,0.755859375,0.2493212890625,0.535888671875
6758400.0,-1958.6416015625,0.6240234375,0.75146484375,0.2407763671875,0.53955078125
6963200.0,-1910.3240966796875,0.6097005208333334,0.72314453125,0.247080078125,0.56396484375
7168000.0,-2053.267578125,0.6546223958333334,0.78369140625,0.2480859375,0.508544921875
7372800.0,-1988.53076171875,0.6337890625,0.7607421875,0.2435693359375,0.54052734375
7577600.0,-1960.4329833984375,0.6243489583333334,0.75439453125,0.2422802734375,0.5517578125
7782400.0,-1947.5263671875,0.6204427083333334,0.74755859375,0.248623046875,0.546142578125
7987200.0,-1931.1556396484375,0.615234375,0.7412109375,0.2501416015625,0.555419921875
8192000.0,-2054.335205078125,0.6555989583333334,0.7783203125,0.242578125,0.520263671875
8396800.0,-1915.9715576171875,0.6103515625,0.73583984375,0.2494287109375,0.55908203125
8601600.0,-1924.954345703125,0.6126302083333334,0.74462890625,0.23966796875,0.5634765625
8806400.0,-2014.049072265625,0.6419270833333334,0.7705078125,0.2460107421875,0.529541015625
9011200.0,-1907.54541015625,0.6070963541666666,0.73779296875,0.2550146484375,0.570556640625
9216000.0,-1984.9134521484375,0.6324869791666666,0.7607421875,0.2455712890625,0.5341796875
9420800.0,-1984.1551513671875,0.6321614583333334,0.76123046875,0.2382080078125,0.546875
9625600.0,-1950.2235107421875,0.6214192708333334,0.74755859375,0.245458984375,0.553955078125
9830400.0,-2003.14501953125,0.6396484375,0.75537109375,0.2366796875,0.523681640625
10035200.0,-1945.104736328125,0.6194661458333334,0.74853515625,0.24689453125,0.5458984375
10240000.0,-2024.9410400390625,0.6471354166666666,0.7587890625,0.2435498046875,0.522216796875
10444800.0,-2011.7906494140625,0.6409505208333334,0.77197265625,0.2429150390625,0.525390625
10649600.0,-1899.7449951171875,0.6051432291666666,0.72998046875,0.24443359375,0.567626953125
10854400.0,-1992.446533203125,0.6354166666666666,0.7587890625,0.2444189453125,0.531494140625
11059200.0,-1858.0028076171875,0.591796875,0.71435546875,0.2460302734375,0.581787109375
11264000.0,-1988.24951171875,0.6341145833333334,0.7568359375,0.2433447265625,0.530517578125
11468800.0,-1938.5255126953125,0.6178385416666666,0.74169921875,0.2498876953125,0.557373046875
11673600.0,-1990.78955078125,0.6344401041666666,0.76220703125,0.242783203125,0.5322265625
11878400.0,-1967.4932861328125,0.6266276041666666,0.7568359375,0.2391552734375,0.547119140625
12083200.0,-1823.351806640625,0.5777994791666666,0.72802734375,0.2434228515625,0.59375
12288000.0,-2027.76513671875,0.6471354166666666,0.76806640625,0.245947265625,0.515869140625
12492800.0,-1906.822265625,0.607421875,0.732421875,0.2563525390625,0.570068359375
