k,time,m,m_std,abs_m,abs_m_std,a,a_std,wall_density,wall_density_std
0.17,0.054033517837524414,0.0017578125000000003,0.005512123251144801,0.01822916666666667,0.0033193455585740906,0.4039089626736111,0.0011702347604422925,0.7272488064236111,0.0012912582836578663
0.17252525252525253,0.04526019096374512,0.009044053819444446,0.006469580004876404,0.021153428819444445,0.004510577575779655,0.41113281250000006,0.001543227876434955,0.7214735243055556,0.0015071957612648765
0.17505050505050507,0.04464149475097656,-0.011604817708333333,0.00765976447480736,0.025059678819444445,0.005445495452378042,0.41990017361111115,0.001110567383712993,0.7128038194444444,0.0011700621938034914
0.17757575757575758,0.043689727783203125,-0.015315755208333334,0.005969685237291764,0.022618272569444445,0.004397977574814249,0.4333957248263889,0.0013492636560530772,0.7019287109375,0.001117233576003812
0.18010101010101012,0.044147491455078125,0.0018771701388888894,0.005220177175891987,0.01787109375,0.0029446064514834845,0.4406982421875,0.0014294669572739833,0.6934054904513889,0.001230160668614217
0.18262626262626264,0.04529070854187012,-0.003993055555555556,0.008271925651262006,0.027452256944444444,0.005003168989786038,0.4496799045138889,0.0017494873157054983,0.6856309678819444,0.0016413558417565424
0.18515151515151515,0.046622276306152344,-0.001019965277777778,0.006218912548919166,0.019704861111111114,0.003986976030176741,0.45981445312499997,0.0017222726843862748,0.6766710069444444,0.0022010301993146304
0.1876767676767677,0.04644417762756348,0.005262586805555556,0.006341146859992346,0.021972656250000003,0.0036659774132450336,0.4662841796875001,0.001975997931291851,0.6709499782986111,0.0019553794952501774
0.1902020202020202,0.04398226737976074,-0.0032606336805555557,0.00868648560866304,0.028314887152777777,0.005377701484867614,0.4818223741319445,0.001891466878619641,0.6561387803819444,0.0018769442613240893
0.19272727272727275,0.04363560676574707,-0.01618381076388889,0.010506695829807495,0.03788519965277778,0.006431853412930025,0.4868299696180556,0.0016437276100685632,0.6507378472222223,0.0019540737620782987
0.1952525252525253,0.04783153533935547,-0.015429687500000002,0.007535223101601889,0.027083333333333334,0.0052570473380627964,0.5037380642361112,0.0014853916012107704,0.6337022569444444,0.0016742071765676496
0.19777777777777775,0.04489326477050781,0.002349175347222222,0.012017333417368164,0.04212782118055555,0.006351666984910444,0.5115831163194443,0.001508719994666509,0.6256944444444444,0.0015752017068998453
0.20030303030303032,0.043955087661743164,-0.007080078125,0.01320200166645644,0.04532877604166667,0.0075084579165551136,0.5221571180555556,0.001951367176589841,0.6146267361111111,0.00225185589727376
0.20282828282828286,0.04373598098754883,0.009304470486111112,0.011920241727156403,0.03943684895833333,0.007463144280749415,0.5383029513888888,0.0017297581140472526,0.5992241753472222,0.0016665028925860563
0.20535353535353534,0.04398822784423828,-0.0013997395833333331,0.017265722979442257,0.05932074652777778,0.009551090274495543,0.5484347873263888,0.0022671774882519623,0.5868082682291667,0.002511873813807022
0.20787878787878789,0.04521608352661133,-0.019021267361111108,0.017710231438263946,0.061089409722222224,0.010742936642442753,0.5593912760416666,0.0014532664776580053,0.5767496744791667,0.0016388211156528611
0.21040404040404045,0.062232017517089844,0.0036729600694444453,0.01780968607678435,0.058957248263888894,0.010654126848683375,0.5740559895833333,0.0017838728606054078,0.5597764756944446,0.002236814567967816
0.2129292929292929,0.05698108673095703,-0.0009819878472222211,0.019522694383619855,0.06347113715277779,0.012009026459540743,0.5900634765625,0.0024458708985555548,0.5422743055555556,0.0028935363037626586
0.21545454545454545,0.046169281005859375,-0.05387912326388889,0.022685040528642408,0.08558485243055555,0.01595320554638746,0.6060546875,0.0025383197816269904,0.5235866970486112,0.002920744559553499
0.21797979797979802,0.04774022102355957,-0.004492187500000004,0.047220760192296485,0.15922309027777778,0.027197307992089855,0.6209228515625002,0.0018760035619514363,0.5073947482638889,0.002360630859201743
0.2205050505050505,0.05063605308532715,-0.005148654513888881,0.04603976025029952,0.16393771701388887,0.023244411712930162,0.6328748914930555,0.002274031230245879,0.4951822916666666,0.002749792634032771
0.22303030303030305,0.04581594467163086,-0.12734374999999998,0.05523233347168584,0.2235460069444445,0.032633431680900965,0.6551866319444444,0.0021942478949404246,0.46877170138888885,0.0024421600086878274
