k,h,time,m,m_std,a,a_std,wall_density,wall_density_std
0.25438,0,3.35733294487,-0.502083333333333,0.178375118226415,0.882204861111111,0.00563387055998,0.148567708333333,0.007066973633191
0.25438,0.0003003003003,3.31851387023926,-0.03984375,0.215667852747202,0.885243055555555,0.00416900635563,0.144835069444444,0.005293474924052
0.25438,0.003303303303303,3.41990208625793,0.324565972222222,0.189244160246232,0.877690972222222,0.005795358430308,0.154383680555556,0.007242299094567
0.25438,0.006306306306306,3.44937920570374,-0.427517361111111,0.192284540754298,0.881684027777778,0.003921651735443,0.149175347222222,0.004921024792275
0.25438,0.009309309309309,3.42863702774048,0.619965277777778,0.125942724921843,0.881336805555556,0.006430542155878,0.148003472222222,0.007901157040794
0.25438,0.01001001001001,3.44119238853455,0.660763888888889,0.139626303979438,0.884027777777778,0.005103972140707,0.144878472222222,0.006459118433902
0.25438,0.012312312312312,3.43883275985718,0.856336805555555,0.046668333943346,0.889236111111111,0.004785016579826,0.1390625,0.005875946745265
0.25438,0.015315315315315,3.45711970329285,0.693315972222222,0.118067218537335,0.892447916666667,0.005123777477535,0.134244791666667,0.0061684871669
0.25438,0.018318318318318,3.68637633323669,0.725,0.125039694473539,0.888541666666666,0.005057560327116,0.141189236111111,0.006702082358228
0.25438,0.02002002002002,3.55188536643982,0.525520833333333,0.13389248755266,0.891753472222222,0.006440873125218,0.136111111111111,0.008296764979108
0.25438,0.021321321321321,3.56696486473083,0.459201388888889,0.174588689692999,0.891493055555556,0.005843913044475,0.136501736111111,0.007518679706409
0.25438,0.024324324324324,3.38790345191956,0.928732638888889,0.006030588655272,0.893315972222222,0.006840942589454,0.133680555555556,0.008777214097208
0.25438,0.027327327327327,3.40431976318359,0.925173611111111,0.009221310441973,0.898350694444444,0.004308760156378,0.127387152777778,0.005506722242594
0.25438,0.03003003003003,3.52971982955933,0.869444444444444,0.044023643487207,0.895399305555556,0.005141222379689,0.131163194444444,0.00662307215231
0.25438,0.03033033033033,3.36732339859009,0.934375,0.003608439182435,0.897569444444444,0.004915516048296,0.129079861111111,0.006170525764774
0.25438,0.033333333333333,3.4234790802002,0.788107638888889,0.105103715676265,0.895572916666667,0.003537541751584,0.131119791666667,0.004535355117313
0.25438,0.036336336336336,3.41469049453735,0.936111111111111,0.0036630565016,0.898697916666667,0.004881357013464,0.126605902777778,0.005911303870363
0.25438,0.039339339339339,3.48771953582764,0.93671875,0.00354204961165,0.901388888888889,0.004089139515599,0.124001736111111,0.005174062168482
0.25438,0.04004004004004,3.3665771484375,0.9359375,0.003833576425583,0.897222222222222,0.005451662080495,0.129079861111111,0.006917584903088
0.25438,0.042342342342342,3.77303433418274,0.9046875,0.028350752917202,0.906684027777778,0.004227130148799,0.116710069444444,0.00536124301438
0.25438,0.045345345345345,3.54051542282104,0.938888888888889,0.002643359753273,0.900954861111111,0.003842180638879,0.124652777777778,0.004633670281905
0.25438,0.048348348348348,3.60762763023376,0.9390625,0.003715201422464,0.90546875,0.004326827607216,0.119704861111111,0.005537454875118
0.25438,0.05005005005005,3.39864182472229,0.944184027777778,0.002975395564264,0.907899305555556,0.004463378864801,0.115277777777778,0.005394284030315
0.25438,0.051351351351351,3.59177803993225,0.94375,0.002585718972783,0.906597222222222,0.003343455916082,0.117230902777778,0.004085194699809
0.25438,0.054354354354354,3.74043703079224,0.901475694444444,0.028650420817557,0.901736111111111,0.00492794422472,0.122612847222222,0.006226810604998
0.25438,0.057357357357357,3.66135573387146,0.946527777777778,0.003131517803499,0.9109375,0.004783534232647,0.111935763888889,0.00584661449414
0.25438,0.06006006006006,3.39766311645508,0.941319444444444,0.00410147807107,0.906423611111111,0.005281183058215,0.117795138888889,0.006660211633588
0.25438,0.06036036036036,3.77545094490051,0.949131944444444,0.001809616317208,0.914756944444444,0.002387500903018,0.106814236111111,0.00310823574457
0.25438,0.063363363363363,3.72970724105835,0.947135416666666,0.003373612527984,0.911631944444444,0.004845219413658,0.111241319444444,0.006184920468504
0.25438,0.066366366366366,3.81443476676941,0.944618055555556,0.002374096238052,0.908246527777778,0.003468198751399,0.114019097222222,0.00417215488652
0.25438,0.069369369369369,3.8511700630188,0.945572916666667,0.003037610821629,0.91171875,0.004471911160807,0.110677083333333,0.00543178743571
0.25438,0.07007007007007,3.42468810081482,0.949392361111111,0.004050421352407,0.917534722222222,0.005158393474613,0.104427083333333,0.006458740993617
0.25438,0.072372372372372,3.74388194084167,0.950260416666667,0.001809738783037,0.916319444444444,0.003061086145261,0.105078125,0.003736214491434
0.25438,0.075375375375375,3.81726431846619,0.947135416666666,0.002850623292481,0.916232638888889,0.003760323499591,0.105425347222222,0.00475235642746
0.25438,0.078378378378378,3.76403713226318,0.947222222222222,0.003224408346757,0.912152777777778,0.004074806091706,0.110112847222222,0.005043529332837
0.25438,0.08008008008008,3.40765190124512,0.950954861111111,0.001953437021191,0.915277777777778,0.003054127804429,0.105859375,0.003911480362722
0.25438,0.081381381381381,3.82813739776611,0.948263888888889,0.003449938708501,0.913715277777778,0.005102408716431,0.107769097222222,0.006152045993165
0.25438,0.084384384384384,3.83702731132507,0.951649305555556,0.003580632456854,0.917621527777778,0.004937514147985,0.103211805555556,0.006320416513347
0.25438,0.087387387387387,3.75336241722107,0.953559027777778,0.002503589499397,0.922309027777778,0.003185198259924,0.098003472222222,0.004002202953112
0.25438,0.09009009009009,3.43205070495605,0.949045138888889,0.002159081306085,0.913975694444444,0.003144019486205,0.107855902777778,0.003726176314745
0.25438,0.09039039039039,3.72093415260315,0.954600694444444,0.002512073272102,0.921527777777778,0.003714246848599,0.097960069444445,0.00466794450672
0.25438,0.093393393393393,3.79637765884399,0.95390625,0.002159491855871,0.921180555555556,0.00299521715387,0.098828125,0.003714798741527
0.25438,0.096396396396396,3.82864713668823,0.952170138888889,0.002830650427231,0.920486111111111,0.00395019983373,0.099956597222222,0.00496581202634
0.25438,0.099399399399399,3.65996265411377,0.95390625,0.002508188438343,0.921614583333333,0.003573445410485,0.098133680555556,0.004479103828187
0.25438,0.1001001001001,3.39036679267883,0.952256944444444,0.002653401677822,0.921006944444444,0.003566678867463,0.098958333333333,0.004493269663985
0.25438,0.102402402402402,3.72740292549133,0.955555555555556,0.002006161928773,0.92578125,0.002574122028523,0.092795138888889,0.003103579796953
0.25438,0.105405405405405,3.67176127433777,0.953472222222222,0.001858912618418,0.921527777777778,0.003017333258933,0.098741319444445,0.003672075380045
0.25438,0.108408408408408,3.69941210746765,0.951302083333333,0.002427362076899,0.916840277777778,0.003813869966488,0.103993055555556,0.004924840120931
0.25438,0.11011011011011,3.37212800979614,0.957291666666667,0.001886369396919,0.926996527777778,0.002792816343154,0.092013888888889,0.003456292605856
0.25438,0.111411411411411,3.77877616882324,0.95625,0.00194468150399,0.925173611111111,0.002913297053706,0.094053819444445,0.003730812675503
0.25438,0.114414414414414,3.65765738487244,0.959548611111111,0.001864626502647,0.929427083333333,0.002782640377297,0.088715277777778,0.003537103180987
0.25438,0.117417417417417,3.76273083686829,0.959722222222222,0.002337974759456,0.9296875,0.003518885788079,0.087847222222222,0.004416808931712
0.25438,0.12012012012012,3.38006186485291,0.960069444444444,0.002133369049904,0.930295138888889,0.003340073629331,0.087543402777778,0.00415058564924
0.25438,0.12042042042042,3.76991057395935,0.955034722222222,0.002728512785677,0.924045138888889,0.004345023957267,0.094965277777778,0.00543113457664
0.25438,0.123423423423423,3.6066300868988,0.957118055555556,0.003622170721194,0.926215277777778,0.005666935236891,0.0921875,0.00710714980349
0.25438,0.126426426426426,3.69496965408325,0.95546875,0.002469721927485,0.924565972222222,0.003808112739454,0.095095486111111,0.004636933459857
0.25438,0.129429429429429,3.80811643600464,0.95859375,0.002217817741179,0.928559027777778,0.003341665720129,0.089192708333333,0.004120091443817
0.25438,0.13013013013013,3.35927605628967,0.960329861111111,0.001997859388271,0.93203125,0.003148527649275,0.085763888888889,0.003980882001042
0.25438,0.132432432432432,3.73645162582397,0.957725694444444,0.002739941585877,0.927170138888889,0.004293301746741,0.09140625,0.005296812791246
0.25438,0.135435435435435,3.7179651260376,0.951822916666667,0.002620201857043,0.91875,0.003980603631311,0.101215277777778,0.004802769059708
0.25438,0.138438438438438,3.70825695991516,0.958159722222222,0.002615037224401,0.929079861111111,0.003964816045854,0.088888888888889,0.004913351417271
0.25438,0.14014014014014,3.38387894630432,0.956684027777778,0.002468285729398,0.926388888888889,0.003825010798301,0.091840277777778,0.004735854146518
