step,tot_E,a,m,acceptance,wall_density
0.0,-68.98435974121094,1.0,1.0,0.0003125,0.0
3200.0,-62.637786865234375,0.90625,0.9375,0.061875,0.125
6400.0,-64.7935562133789,0.9375,0.96875,0.0696875,0.078125
9600.0,-58.44699478149414,0.84375,0.90625,0.0675,0.1875
12800.0,-68.9843521118164,1.0,1.0,0.0390625,0.0
16000.0,-60.60276412963867,0.875,0.9375,0.048125,0.140625
19200.0,-64.7935791015625,0.9375,0.96875,0.0596875,0.078125
22400.0,-62.637821197509766,0.90625,0.9375,0.0496875,0.125
25600.0,-68.98441314697266,1.0,1.0,0.055,0.0
28800.0,-64.79360961914062,0.9375,0.96875,0.0465625,0.078125
32000.0,-68.98440551757812,1.0,1.0,0.0703125,0.0
35200.0,-68.98440551757812,1.0,1.0,0.060625,0.0
38400.0,-56.29129409790039,0.8125,0.875,0.04625,0.25
41600.0,-60.60281753540039,0.875,0.9375,0.055625,0.15625
44800.0,-68.98443603515625,1.0,1.0,0.051875,0.0
48000.0,-64.79364013671875,0.9375,0.96875,0.0503125,0.078125
51200.0,-60.60286331176758,0.875,0.9375,0.0565625,0.15625
54400.0,-64.79366302490234,0.9375,0.96875,0.0571875,0.078125
57600.0,-68.9844741821289,1.0,1.0,0.0565625,0.0
60800.0,-56.17062759399414,0.8125,0.84375,0.0528125,0.234375
64000.0,-64.79364776611328,0.9375,0.96875,0.04875,0.078125
67200.0,-68.98446655273438,1.0,1.0,0.0528125,0.0
70400.0,-54.135581970214844,0.78125,0.84375,0.0490625,0.28125
73600.0,-64.79368591308594,0.9375,0.96875,0.038125,0.078125
76800.0,-56.2913818359375,0.8125,0.875,0.0546875,0.234375
80000.0,-60.602909088134766,0.875,0.9375,0.039375,0.140625
83200.0,-64.7937240600586,0.9375,0.96875,0.0521875,0.078125
86400.0,-64.7937240600586,0.9375,0.96875,0.05875,0.078125
89600.0,-58.447166442871094,0.84375,0.90625,0.046875,0.203125
92800.0,-56.17068099975586,0.8125,0.84375,0.055,0.234375
96000.0,-68.9845199584961,1.0,1.0,0.0521875,0.0
99200.0,-68.9845199584961,1.0,1.0,0.044375,0.0
102400.0,-64.79371643066406,0.9375,0.96875,0.0421875,0.078125
105600.0,-68.98452758789062,1.0,1.0,0.0378125,0.0
108800.0,-64.79373931884766,0.9375,0.96875,0.0571875,0.078125
112000.0,-68.98454284667969,1.0,1.0,0.0490625,0.0
115200.0,-49.944854736328125,0.71875,0.8125,0.048125,0.359375
118400.0,-60.48222351074219,0.875,0.90625,0.0834375,0.15625
121600.0,-64.79375457763672,0.9375,0.96875,0.036875,0.078125
124800.0,-68.98456573486328,1.0,1.0,0.0534375,0.0
128000.0,-64.79376220703125,0.9375,0.96875,0.0515625,0.078125
131200.0,-64.79376220703125,0.9375,0.96875,0.05875,0.078125
134400.0,-64.79376983642578,0.9375,0.96875,0.045625,0.078125
137600.0,-60.482242584228516,0.875,0.90625,0.060625,0.15625
140800.0,-64.79376220703125,0.9375,0.96875,0.061875,0.078125
144000.0,-60.60295486450195,0.875,0.9375,0.0753125,0.15625
147200.0,-68.98455810546875,1.0,1.0,0.061875,0.0
150400.0,-62.63799285888672,0.90625,0.9375,0.049375,0.125
153600.0,-68.98456573486328,1.0,1.0,0.049375,0.0
156800.0,-64.79375457763672,0.9375,0.96875,0.0609375,0.078125
160000.0,-64.79376983642578,0.9375,0.96875,0.044375,0.078125
163200.0,-60.60298538208008,0.875,0.9375,0.0678125,0.15625
166400.0,-60.60298156738281,0.875,0.9375,0.06625,0.15625
169600.0,-58.44721984863281,0.84375,0.90625,0.0490625,0.171875
172800.0,-68.98458099365234,1.0,1.0,0.0684375,0.0
176000.0,-68.98458099365234,1.0,1.0,0.04625,0.0
179200.0,-60.602970123291016,0.875,0.9375,0.048125,0.15625
182400.0,-68.98457336425781,1.0,1.0,0.038125,0.0
185600.0,-68.98457336425781,1.0,1.0,0.050625,0.0
188800.0,-64.79376983642578,0.9375,0.96875,0.0621875,0.078125
192000.0,-58.447200775146484,0.84375,0.90625,0.058125,0.203125
195200.0,-60.60294723510742,0.875,0.9375,0.0453125,0.15625
198400.0,-64.79376220703125,0.9375,0.96875,0.0759375,0.078125
201600.0,-64.79377746582031,0.9375,0.96875,0.054375,0.078125
204800.0,-64.79376220703125,0.9375,0.96875,0.0575,0.078125
208000.0,-64.79377746582031,0.9375,0.96875,0.048125,0.078125
211200.0,-68.98458862304688,1.0,1.0,0.0653125,0.0
214400.0,-64.79379272460938,0.9375,0.96875,0.0365625,0.078125
217600.0,-58.44722366333008,0.84375,0.90625,0.056875,0.203125
220800.0,-64.79378509521484,0.9375,0.96875,0.04875,0.078125
224000.0,-56.29147720336914,0.8125,0.875,0.0421875,0.21875
227200.0,-58.447261810302734,0.84375,0.90625,0.0740625,0.171875
230400.0,-68.98463439941406,1.0,1.0,0.0628125,0.0
233600.0,-60.6030387878418,0.875,0.9375,0.069375,0.125
