k,time,m,m_std,abs_m,abs_m_std,a,a_std,wall_density,wall_density_std
0.0825,0.03992199897766113,0.023177083333333334,0.016749397342160462,0.057204861111111116,0.01093833074057487,0.21041666666666667,0.006342363989328426,0.9258680555555555,0.00428880838596812
0.084577077077077,0.03749489784240723,0.006510416666666668,0.0198159398688538,0.06692708333333333,0.011475206215574124,0.21822916666666664,0.004570293951766731,0.9236979166666666,0.0041546817523901635
0.086654154154154,0.036835432052612305,0.0018229166666666686,0.019074102631229682,0.06362847222222222,0.011218955068289606,0.23130787037037034,0.0072107202740161885,0.9110677083333333,0.005503380809043701
0.088731231231231,0.03637862205505371,-0.013541666666666667,0.019220256895331786,0.06527777777777778,0.011381871916727692,0.23188657407407406,0.0060628870119150986,0.9102864583333334,0.004542825429224921
0.09080830830830801,0.036818504333496094,-0.03203125,0.024267785852815686,0.0900173611111111,0.013138645262158716,0.23547453703703708,0.008168505486156588,0.9093315972222222,0.0058937317296460946
0.09288538538538499,0.03698229789733887,-0.015798611111111114,0.02226036637710031,0.07725694444444445,0.012613874572154295,0.26296296296296295,0.006336894933015397,0.8898003472222222,0.005401397300538016
0.09496246246246301,0.04372262954711914,-0.011718750000000002,0.01694404316280571,0.054947916666666666,0.010843175499463856,0.2726851851851852,0.005774973810390097,0.8863281249999999,0.0047522631575886735
0.09703953953954,0.03823709487915039,-0.0026041666666666652,0.016631204613970833,0.058854166666666666,0.008558164961018222,0.2923032407407407,0.007242940843090167,0.87109375,0.007013924278367978
0.099116616616617,0.037352561950683594,0.011284722222222222,0.02861561339226756,0.09479166666666666,0.017256527312458348,0.3083912037037037,0.006678672586408224,0.8592447916666667,0.0065875486056996245
0.101193693693694,0.036630868911743164,-0.04105902777777778,0.01822295305321094,0.0650173611111111,0.013512257663617244,0.3228587962962963,0.007746508791272352,0.8438368055555556,0.006475361779378668
0.103270770770771,0.03717803955078125,-0.028125000000000004,0.019680901347740077,0.06979166666666668,0.012138618034773055,0.35335648148148147,0.01056053815914531,0.8194444444444445,0.00900779726304326
0.10534784784784801,0.03910231590270996,0.007204861111111107,0.026403170652120108,0.09453125000000001,0.013210777563864733,0.36336805555555557,0.008005734805940228,0.8092447916666667,0.007461810984910448
0.107424924924925,0.043914794921875,0.016232638888888887,0.022066063820433857,0.07352430555555557,0.013580186672106042,0.3910300925925926,0.007649622439399449,0.782248263888889,0.008411428823713728
0.109502002002002,0.037958383560180664,-0.009982638888888892,0.02599878175051901,0.09210069444444445,0.013521308357173484,0.4172453703703704,0.012181403675584547,0.7582899305555556,0.011491731297305878
0.11157907907907902,0.03691506385803223,-0.026041666666666668,0.03228820743647415,0.10972222222222222,0.019345441968448576,0.4501157407407408,0.009595155015319672,0.7266493055555555,0.008797189277679458
