step,tot_E,a,m,acceptance,wall_density
0.0,-332.8757629394531,1.0,-1.0,7.8125e-05,0.0
12800.0,-306.8697509765625,0.921875,-0.5234375,0.074296875,0.078125
25600.0,-275.66253662109375,0.828125,-0.0390625,0.1325,0.1640625
38400.0,-286.06494140625,0.859375,-0.4375,0.148046875,0.12890625
51200.0,-301.6685485839844,0.90625,0.0078125,0.121328125,0.09375
64000.0,-291.2661437988281,0.875,-0.0625,0.146015625,0.125
76800.0,-280.8637390136719,0.84375,0.125,0.14140625,0.14453125
89600.0,-296.46734619140625,0.890625,-0.1484375,0.153203125,0.10546875
102400.0,-286.06494140625,0.859375,-0.171875,0.138828125,0.13671875
115200.0,-286.06494140625,0.859375,-0.3125,0.16046875,0.13671875
128000.0,-301.6685485839844,0.90625,-0.0625,0.13796875,0.09375
140800.0,-301.6685485839844,0.90625,-0.3046875,0.120390625,0.09375
153600.0,-296.46734619140625,0.890625,-0.3125,0.137890625,0.109375
166400.0,-286.06494140625,0.859375,0.2265625,0.160234375,0.13671875
179200.0,-280.8637390136719,0.84375,0.09375,0.155546875,0.15234375
192000.0,-301.6685485839844,0.90625,0.3359375,0.142109375,0.09375
204800.0,-296.46734619140625,0.890625,-0.140625,0.163359375,0.10546875
217600.0,-275.66253662109375,0.828125,-0.0234375,0.150390625,0.1640625
230400.0,-275.66253662109375,0.828125,-0.109375,0.151953125,0.16015625
243200.0,-286.06494140625,0.859375,-0.21875,0.13828125,0.13671875
256000.0,-286.06494140625,0.859375,-0.296875,0.1090625,0.140625
268800.0,-286.06494140625,0.859375,-0.4375,0.12671875,0.13671875
281600.0,-265.2601318359375,0.796875,0.0234375,0.179296875,0.19921875
294400.0,-280.8637390136719,0.84375,0.3671875,0.14640625,0.15234375
307200.0,-312.0709533691406,0.9375,0.25,0.096953125,0.0625
320000.0,-301.6685485839844,0.90625,-0.15625,0.0953125,0.09375
332800.0,-286.06494140625,0.859375,0.171875,0.13109375,0.13671875
345600.0,-291.2661437988281,0.875,0.0078125,0.117265625,0.1171875
358400.0,-296.46734619140625,0.890625,-0.1953125,0.10921875,0.09765625
371200.0,-275.66253662109375,0.828125,0.0859375,0.15,0.1640625
384000.0,-286.06494140625,0.859375,-0.2890625,0.12265625,0.13671875
396800.0,-301.6685485839844,0.90625,0.3984375,0.15609375,0.09375
409600.0,-291.2661437988281,0.875,0.375,0.135390625,0.125
422400.0,-296.46734619140625,0.890625,0.5390625,0.123515625,0.109375
435200.0,-286.06494140625,0.859375,0.1953125,0.15109375,0.13671875
448000.0,-270.4613342285156,0.8125,-0.171875,0.148359375,0.171875
460800.0,-270.4613342285156,0.8125,-0.109375,0.1509375,0.17578125
473600.0,-286.06494140625,0.859375,-0.328125,0.13796875,0.13671875
486400.0,-291.2661437988281,0.875,-0.4140625,0.129765625,0.12109375
499200.0,-296.46734619140625,0.890625,-0.0078125,0.12171875,0.10546875
512000.0,-296.46734619140625,0.890625,0.2265625,0.1246875,0.1015625
524800.0,-291.2661437988281,0.875,0.1328125,0.138125,0.12109375
537600.0,-286.06494140625,0.859375,-0.140625,0.143046875,0.13671875
550400.0,-286.06494140625,0.859375,-0.5625,0.1384375,0.12890625
563200.0,-270.4613342285156,0.8125,-0.0546875,0.136953125,0.17578125
576000.0,-275.66253662109375,0.828125,0.0546875,0.1715625,0.171875
588800.0,-291.2661437988281,0.875,-0.3046875,0.15875,0.125
601600.0,-286.06494140625,0.859375,0.0390625,0.1415625,0.13671875
614400.0,-270.4613342285156,0.8125,0.1171875,0.13375,0.18359375
627200.0,-270.4613342285156,0.8125,-0.2421875,0.165625,0.18359375
640000.0,-306.8697509765625,0.921875,-0.28125,0.121328125,0.078125
652800.0,-270.4613342285156,0.8125,-0.28125,0.13203125,0.1796875
665600.0,-291.2661437988281,0.875,-0.1953125,0.140703125,0.11328125
678400.0,-286.06494140625,0.859375,-0.3515625,0.13078125,0.13671875
691200.0,-291.2661437988281,0.875,-0.15625,0.131484375,0.125
704000.0,-270.4613342285156,0.8125,0.0625,0.12515625,0.171875
716800.0,-286.06494140625,0.859375,-0.0625,0.15390625,0.140625
729600.0,-254.85772705078125,0.765625,0.125,0.1784375,0.2265625
742400.0,-306.8697509765625,0.921875,-0.0546875,0.123515625,0.078125
755200.0,-275.66253662109375,0.828125,-0.0078125,0.15,0.16015625
768000.0,-291.2661437988281,0.875,0.1875,0.128515625,0.125
780800.0,-270.4613342285156,0.8125,0.0078125,0.148046875,0.171875
793600.0,-286.06494140625,0.859375,0.09375,0.156171875,0.140625
806400.0,-291.2661437988281,0.875,-0.1796875,0.124453125,0.12109375
819200.0,-286.06494140625,0.859375,0.109375,0.132265625,0.1328125
832000.0,-291.2661437988281,0.875,-0.1015625,0.159921875,0.12109375
844800.0,-275.66253662109375,0.828125,0.0546875,0.16421875,0.16796875
857600.0,-296.46734619140625,0.890625,-0.1875,0.164765625,0.10546875
870400.0,-301.6685485839844,0.90625,-0.0546875,0.139609375,0.08984375
883200.0,-286.06494140625,0.859375,-0.0625,0.151640625,0.13671875
896000.0,-286.06494140625,0.859375,-0.0078125,0.153828125,0.13671875
908800.0,-291.2661437988281,0.875,0.0625,0.138984375,0.1171875
921600.0,-275.66253662109375,0.828125,-0.1484375,0.107734375,0.16796875
934400.0,-296.46734619140625,0.890625,-0.1328125,0.16046875,0.10546875
947200.0,-291.2661437988281,0.875,0.1796875,0.126875,0.12109375
960000.0,-291.2661437988281,0.875,0.1484375,0.15328125,0.1171875
