k,time,m,m_std,abs_m,abs_m_std,a,a_std,wall_density,wall_density_std
0.17,0.05740547180175781,0.0005642361111111107,0.01067405757946582,0.03493923611111111,0.006491948546998499,0.3821397569444444,0.003046144258940264,0.76728515625,0.002555176934793906
0.17252525252525253,0.045061588287353516,-0.014930555555555551,0.011654471878395868,0.039670138888888894,0.007507861451318242,0.3950520833333333,0.0026192501291928895,0.7561414930555556,0.0019612920432025924
0.17505050505050507,0.043781280517578125,0.009331597222222224,0.010514622948282171,0.038454861111111106,0.005356559427469192,0.3987196180555556,0.0033027405245724976,0.7556966145833334,0.0026311812085482384
0.17757575757575758,0.04363131523132324,-0.007400173611111112,0.008130126208872504,0.026801215277777776,0.005202598988718896,0.4100802951388889,0.002907267961773119,0.7462782118055555,0.003481971169259359
0.18010101010101012,0.04332447052001953,-0.006336805555555555,0.012701175649124631,0.04309895833333333,0.007376722387184838,0.4228081597222222,0.0033968698974406477,0.7349934895833334,0.0031136199583979745
0.18262626262626264,0.04742002487182617,-0.02760416666666667,0.012725785526907903,0.04704861111111111,0.008749768748484123,0.4268120659722222,0.0030894454414480336,0.7326280381944444,0.0023812923016595625
0.18515151515151515,0.044873952865600586,-0.02463107638888889,0.011131120255292353,0.042252604166666666,0.007387344558143767,0.43996310763888896,0.0028017110065513807,0.720844184027778,0.003122557861126897
0.1876767676767677,0.04233551025390625,0.008311631944444446,0.0142397739168632,0.04468315972222223,0.009454560689939398,0.44646267361111114,0.004041362530898056,0.7134657118055556,0.004305323048184354
0.1902020202020202,0.045359134674072266,0.010134548611111112,0.010779686212818437,0.03695746527777778,0.006472941999489779,0.4541449652777778,0.003231282922425794,0.7053602430555554,0.0029253960868719994
0.19272727272727275,0.043694257736206055,-0.008723958333333332,0.011866452421786957,0.0390625,0.007451980885828497,0.4634331597222222,0.0030396849095585604,0.6970377604166667,0.0029566792581209467
0.1952525252525253,0.05062246322631836,0.010308159722222224,0.01392538722801796,0.050759548611111115,0.006971814441479893,0.47382812499999993,0.0029111186455614496,0.6898871527777778,0.0029457939763194063
0.19777777777777775,0.04663801193237305,0.021592881944444444,0.01889469751131152,0.06703559027777778,0.0109588677107359,0.48614366319444435,0.0032028756042123295,0.6794053819444444,0.0029445100175558474
0.20030303030303032,0.04397153854370117,-0.018294270833333334,0.012083001947920594,0.037955729166666674,0.008996812775509474,0.49709201388888885,0.003460834253651692,0.6683593750000001,0.0029390339745847243
